Comment,Polarity_Class,Polarity
জিয়াউল হক পলাশকাবিলা ডাইরেকশন দিবে আর নিশো ভাই অভিনয় করবে সেটা কি আর ভাল না হয়ে থাকেঅনেক ভাল হয়েছে,weaklyPositive,0.60
শেষ টুকু খুব ভালো লাগছে,stronglyPositive,1.00
এক কথায় অসাধারণ নাটক,stronglyPositive,1.00
শেষটা খুবই সুন্দর হয়েছেএগিয়ে যান নিশো ভাই আর তিশা আপু,stronglyPositive,1.00
কাহিনী টা অনেক সুন্দর হয়েছে ধন্যবাদ নির্মাতাকে,stronglyPositive,1.00
কাহিনী টা দারুন শেষের অংশে আমি ফেঁসে গেছি,stronglyPositive,1.00
চরম নাটকখুব ভাল হইছে,stronglyPositive,1.00
ঈদের বেস্ট নাটক বেস্ট স্টোরি বেস্ট পার্ফরমেন্স,stronglyPositive,1.00
দারুন অ‌ভিনয় কর‌ছে নায়িকা  একদম বাস্তব‌ধমী অ‌ভিনয়,stronglyPositive,1.00
অনেক ভাল নাটক,stronglyPositive,1.00
নিসো ভাই অনেক ভাল,stronglyPositive,1.00
বেষ্ট ছিলো পরিচালক কে ধন্যবাদ এমন একটা নাটক দেওয়ার জন্যপরিচালক এর জন্য লাইক হবে একটা দেও তারা তারি,stronglyPositive,1.00
মিস করার মানুষটা যদি তার ভুলগুলো বুজতে পারতোআফরান নিশো আসলে সেরা,stronglyPositive,1.00
আমার কাছে একটা ছোট গল্পের মতো মনে হলোশেষ হয়েও হইল না শেষচমৎকার একটা নাটক শেষের দিকে দুম করে একটা ভালোলাগা ছুয়ে গেলোতবে আরেকটু লং হলে ভালো লাগতো অবশ্য সুন্দর জিনিস কম আস্বাদন করাই উত্তম,weaklyPositive,0.60
নিশো ভাইয়ের ভক্ত গুলান কই লাইক দিয়ে জানিয়ে দেন,neutral,-0.20
অসাধারণ নাটক আমি ও অনেক কে অনেক কিছু বলতে পারি না কিন্তু উনাদের স্যটেল করে দিয়ে যাবো ইনশাআল্লাহ,stronglyPositive,1.00
শেষ দিয়ে খুব ভালো ছিল,stronglyPositive,1.00
তানজিল তিসার অভিনয় অনেক ভালো লেগেছে,stronglyPositive,1.00
অনেক ভালো গল্প ছিলো,stronglyPositive,1.00
বাংলা নাটক গুলো অনেক সুন্দর হচ্ছে এখন দেখতেই মন চায় শুধুনাটকের পরিচালক ভাইদের কে অনেক অনেক ধন্যবাদ এত সুন্দর করে বাংলা নাটক গুলো উপহার দেওয়ার জন্য,stronglyPositive,1.00
দারুন একটা নাটক,stronglyPositive,1.00
সবার পজিটিভ কমেন্ট দেখে নাটকটা দেখলামপুরাই  সময় নষ্টশেষে একটা ইমোশনাল সিন দিয়া বলদ বাঙালিদের মিলিয়ন ভিউ নিয়ে নিছে,stronglyNegative,-1.00
শুরুটা একটু গোছালো হলে পুরোপুরি স্বাদটা পাওয়া যেত,weaklyPositive,0.60
অসাধারণকিসের ফিল্ম  বাংলাদেশের  নাটক বেস্ট,stronglyPositive,1.00
অসাধারন ছি‌লো রি‌য়ে‌লি গ্রেট,stronglyPositive,1.00
অসাধারণ একটা নাটক,stronglyPositive,1.00
খুবই ভাল লাগছে,stronglyPositive,1.00
এই নাটকটিও যে এতো ভালোতা জানা ছিলোনা এখন রাত ১২৫৫মিনিট নাটকটি খুব মজা নিয়ে দেখছিশুধু বিভিন্নরকম এ্যাড খুবই প্যারা দিচ্ছে,stronglyPositive,1.00
